Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,timestamp_month,timestamp_day,timestamp_hour,timestamp_weekday,is_weekend,is_night,is_business_hours,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,abs_longitude,distance_from_origin,inventory_to_demand_ratio,inventory_minus_demand,utilization_x_waiting,traffic_waiting_pressure,humidity_temperature_index,purchase_value_score,is_heavy_traffic,is_detour,is_clear_traffic
2024-05-23 22:03:43,Truck_5,46.7637,-146.4348,268,Delivered,23.9,79.2,Clear,41,295,9,Mechanical Failure,69.5,146,0,5,23,22,3,0,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,46.7637,146.4348,153.72050705332063,1.8231292517006803,122,2849.5,0,1892.8799999999999,2655,0,0,1
2024-01-02 22:19:42,Truck_7,-68.3909,-122.557,341,In Transit,21.3,76.2,Heavy,58,429,3,,78.6,178,1,1,2,22,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,68.3909,122.557,140.34790148701904,1.905027932960894,163,4558.799999999999,58,1623.0600000000002,1287,1,0,0
2024-09-29 06:31:55,Truck_7,62.3457,-54.2033,166,Delivered,28.9,50.6,Heavy,58,197,3,Traffic,88.8,282,1,9,29,6,6,1,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,62.3457,54.2033,82.61346161116843,0.5865724381625441,-116,5150.4,58,1462.34,591,1,0,0
2024-12-18 08:33:58,Truck_7,72.8857,135.9494,483,Delayed,21.4,51.2,Heavy,33,249,2,,67.6,165,1,12,18,8,2,0,0,1,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,72.8857,135.9494,154.25486904746313,2.9096385542168677,318,2230.7999999999997,33,1095.68,498,1,0,0
2024-08-11 10:28:58,Truck_10,2.2782,-158.4628,232,Delivered,22.3,73.3,Heavy,19,332,4,,78.6,135,1,8,11,10,6,1,0,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,2.2782,158.4628,158.47917585310694,1.7058823529411764,97,1493.3999999999999,19,1634.59,1328,1,0,0
2024-03-24 22:56:32,Truck_3,11.7686,154.6043,392,In Transit,20.7,62.8,Detour,12,417,2,Weather,69.3,109,0,3,24,22,6,1,0,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,11.7686,154.6043,155.051570532033,3.5636363636363635,283,831.5999999999999,12,1299.9599999999998,834,0,1,0
2024-06-02 00:24:04,Truck_8,-75.598,11.134,480,In Transit,24.9,77.8,Heavy,53,318,3,Mechanical Failure,69.5,181,1,6,2,0,6,1,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,75.598,11.134,76.41350378041828,2.6373626373626373,299,3683.5,53,1937.2199999999998,954,1,0,0
2024-02-02 03:46:54,Truck_3,23.2931,106.0267,368,Delivered,28.0,53.4,Detour,42,182,5,,77.5,205,0,2,2,3,4,0,1,0,0.7071067811865475,0.7071067811865476,0.8660254037844386,0.5000000000000001,23.2931,106.0267,108.55519158704479,1.7864077669902914,163,3255.0,42,1495.2,910,0,1,0
2024-10-02 12:56:46,Truck_6,-11.3114,-139.811,373,In Transit,25.0,62.4,Clear,20,125,1,Mechanical Failure,91.2,160,0,10,2,12,2,0,0,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,11.3114,139.811,140.267827711703,2.3167701863354035,213,1824.0,0,1560.0,125,0,0,1
2024-09-25 12:20:07,Truck_2,9.6491,47.3499,154,Delivered,22.0,53.3,Heavy,50,208,4,,85.0,231,1,9,25,12,2,0,0,1,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,9.6491,47.3499,48.323060342035454,0.6637931034482759,-77,4250.0,50,1172.6,832,1,0,0
2024-02-24 08:11:09,Truck_3,10.9354,-27.3551,184,Delivered,19.2,55.3,Heavy,14,450,3,,86.7,247,1,2,24,8,5,1,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,10.9354,27.3551,29.459878974123434,0.7419354838709677,-63,1213.8,14,1061.76,1350,1,0,0
2024-10-28 10:00:20,Truck_9,84.9482,59.5314,204,Delivered,21.4,61.5,Clear,51,490,5,Mechanical Failure,68.0,288,0,10,28,10,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,84.9482,59.5314,103.73130804728146,0.7058823529411765,-84,3468.0,0,1316.1,2450,0,0,1
2024-05-31 23:20:31,Truck_2,49.7212,179.2025,227,Delivered,26.1,65.7,Detour,47,247,8,Traffic,77.8,135,0,5,31,23,4,0,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,49.7212,179.2025,185.97240046762315,1.6691176470588236,92,3656.6,47,1714.7700000000002,1976,0,1,0
2024-01-22 00:34:19,Truck_5,-28.8968,-117.9471,405,In Transit,28.0,67.7,Clear,48,348,3,Mechanical Failure,78.3,213,0,1,22,0,0,0,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,28.8968,117.9471,121.43534678441036,1.8925233644859814,192,3758.3999999999996,0,1895.6000000000001,1044,0,0,1
2024-12-19 11:06:09,Truck_7,-55.5154,-163.6943,392,Delivered,27.4,69.0,Detour,31,347,9,Weather,98.0,133,0,12,19,11,3,0,0,1,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,55.5154,163.6943,172.8519120219675,2.925373134328358,259,3038.0,31,1890.6,3123,0,1,0
2024-01-05 22:46:26,Truck_3,16.7636,29.2783,429,In Transit,27.7,75.0,Heavy,12,446,4,,65.7,203,1,1,5,22,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,16.7636,29.2783,33.737770167128716,2.1029411764705883,226,788.4000000000001,12,2077.5,1784,1,0,0
2024-06-26 08:09:13,Truck_7,-76.307,5.0298,488,Delivered,25.2,63.9,Heavy,19,219,4,Weather,100.0,184,1,6,26,8,2,0,0,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,76.307,5.0298,76.47259075668877,2.637837837837838,304,1900.0,19,1610.28,876,1,0,0
2024-11-27 04:21:18,Truck_1,71.8859,93.4464,420,Delayed,18.4,68.5,Heavy,50,340,10,Weather,76.8,212,1,11,27,4,2,0,1,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,71.8859,93.4464,117.89746516261494,1.971830985915493,208,3840.0,50,1260.3999999999999,3400,1,0,0
2024-06-06 04:02:08,Truck_1,-9.7179,-117.0145,391,In Transit,25.5,73.7,Detour,31,472,10,Weather,77.2,109,0,6,6,4,3,0,1,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,9.7179,117.0145,117.41733598860094,3.5545454545454547,282,2393.2000000000003,31,1879.3500000000001,4720,0,1,0
2024-05-16 20:34:06,Truck_9,-12.2288,-74.7801,212,Delivered,20.6,50.5,Clear,41,498,5,Mechanical Failure,94.1,162,0,5,16,20,3,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,12.2288,74.7801,75.77339180378559,1.3006134969325154,50,3858.1,0,1040.3000000000002,2490,0,0,1
2024-07-14 21:14:08,Truck_4,5.4618,-179.8202,157,Delivered,20.9,77.1,Clear,26,499,4,Traffic,91.4,214,0,7,14,21,6,1,0,0,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388,5.4618,179.8202,179.9031283421164,0.7302325581395349,-57,2376.4,0,1611.3899999999999,1996,0,0,1
2024-11-22 11:31:54,Truck_8,-54.8317,66.4706,399,Delivered,26.3,79.4,Detour,25,476,4,Mechanical Failure,95.6,256,0,11,22,11,4,0,0,1,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,54.8317,66.4706,86.16760405889211,1.5525291828793775,143,2390.0,25,2088.2200000000003,1904,0,1,0
2024-11-01 21:31:14,Truck_2,-80.0522,-102.2508,103,Delivered,27.9,53.1,Detour,52,386,1,,97.7,141,0,11,1,21,4,0,0,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,80.0522,102.2508,129.8598507063673,0.7253521126760564,-38,5080.400000000001,52,1481.49,386,0,1,0
2024-10-27 15:39:37,Truck_9,-13.0527,-122.0924,333,Delayed,22.1,65.0,Detour,22,243,5,Mechanical Failure,83.2,176,1,10,27,15,6,1,0,1,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,13.0527,122.0924,122.78813914645828,1.88135593220339,157,1830.4,22,1436.5,1215,0,1,0
2024-02-14 12:20:37,Truck_6,6.3666,136.0794,234,Delivered,27.3,70.1,Detour,45,416,8,,86.9,165,0,2,14,12,2,0,0,1,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,6.3666,136.0794,136.22825220900398,1.4096385542168675,69,3910.5000000000005,45,1913.7299999999998,3328,0,1,0
2024-05-02 11:14:44,Truck_9,83.1243,48.4325,146,Delayed,29.0,55.5,Detour,52,414,10,Mechanical Failure,82.3,228,1,5,2,11,3,0,0,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,83.1243,48.4325,96.20476239116232,0.6375545851528385,-82,4279.599999999999,52,1609.5,4140,0,1,0
2024-09-02 05:03:25,Truck_7,51.1898,25.5964,109,Delayed,20.7,60.9,Heavy,39,147,9,Traffic,75.0,116,1,9,2,5,0,0,1,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,51.1898,25.5964,57.23260711342792,0.9316239316239316,-7,2925.0,39,1260.6299999999999,1323,1,0,0
2024-12-08 04:35:38,Truck_8,-76.3987,-68.1922,357,Delayed,24.6,73.5,Clear,48,266,10,Traffic,74.4,226,1,12,8,4,6,1,1,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,76.3987,68.1922,102.40574936267006,1.5726872246696035,131,3571.2000000000003,0,1808.1000000000001,2660,0,0,1
2024-01-23 05:35:54,Truck_9,70.5541,-150.1626,356,Delivered,19.5,63.1,Clear,16,118,3,,77.8,230,0,1,23,5,1,0,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,70.5541,150.1626,165.911685741451,1.5411255411255411,126,1244.8,0,1230.45,354,0,0,1
2024-01-25 11:27:54,Truck_2,-38.2185,104.1667,349,Delivered,19.4,62.7,Detour,19,296,3,,72.3,177,0,1,25,11,3,0,0,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,38.2185,104.1667,110.95654613919812,1.9606741573033708,172,1373.7,19,1216.3799999999999,888,0,1,0
2024-11-08 13:31:56,Truck_1,39.1411,138.1786,159,Delivered,27.1,77.5,Heavy,33,429,9,,77.9,200,1,11,8,13,4,0,0,1,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,39.1411,138.1786,143.6152889046636,0.7910447761194029,-41,2570.7000000000003,33,2100.25,3861,1,0,0
2024-05-30 01:04:50,Truck_4,-68.8006,159.004,148,Delivered,25.0,60.7,Clear,43,196,4,Mechanical Failure,64.6,240,0,5,30,1,3,0,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,68.8006,159.004,173.25066977175007,0.6141078838174274,-92,2777.7999999999997,0,1517.5,784,0,0,1
2024-05-30 11:30:34,Truck_3,51.1598,-170.9311,354,Delivered,26.9,65.5,Heavy,14,245,4,,73.4,151,1,5,30,11,3,0,0,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,51.1598,170.9311,178.42299762992997,2.3289473684210527,203,1027.6000000000001,14,1761.9499999999998,980,1,0,0
2024-03-02 23:49:21,Truck_8,-29.5867,41.0612,214,Delivered,21.5,69.1,Heavy,49,417,10,Traffic,76.7,249,1,3,2,23,5,1,0,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,29.5867,41.0612,50.61022586720988,0.856,-35,3758.3,49,1485.6499999999999,4170,1,0,0
2024-08-29 11:52:35,Truck_8,-51.3412,-112.1636,307,Delayed,21.0,52.8,Clear,21,475,4,,82.8,107,1,8,29,11,3,0,0,1,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,51.3412,112.1636,123.35555108060602,2.8425925925925926,200,1738.8,0,1108.8,1900,0,0,1
2024-05-26 01:53:03,Truck_1,-49.5057,174.3533,385,In Transit,24.3,59.4,Clear,37,239,3,,88.3,148,0,5,26,1,6,1,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,49.5057,174.3533,181.24537939870356,2.5838926174496644,237,3267.1,0,1443.42,717,0,0,1
2024-07-24 01:20:43,Truck_8,0.7577,120.0181,490,Delayed,24.0,56.1,Heavy,29,463,6,Mechanical Failure,81.1,134,1,7,24,1,2,0,1,0,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.7577,120.0181,120.0204917374529,3.6296296296296298,356,2351.8999999999996,29,1346.4,2778,1,0,0
2024-12-24 10:20:56,Truck_4,-2.2911,64.2731,133,Delayed,19.4,76.0,Detour,36,182,3,,70.5,249,1,12,24,10,1,0,0,1,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,2.2911,64.2731,64.31392168745427,0.532,-116,2538.0,36,1474.3999999999999,546,0,1,0
2024-02-11 14:40:04,Truck_2,78.4324,125.0181,472,Delivered,24.9,63.2,Detour,36,485,9,,78.9,271,0,2,11,14,6,1,0,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,78.4324,125.0181,147.58443921149004,1.7352941176470589,201,2840.4,36,1573.68,4365,0,1,0
2024-04-24 00:54:49,Truck_7,-2.8329,-29.9102,338,In Transit,28.9,55.5,Detour,39,181,2,Mechanical Failure,88.6,143,0,4,24,0,2,0,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,2.8329,29.9102,30.044057423224313,2.3472222222222223,195,3455.3999999999996,39,1603.9499999999998,362,0,1,0
2024-01-08 10:20:44,Truck_2,70.0103,-164.1914,172,Delivered,25.5,55.7,Detour,25,259,1,Traffic,65.2,255,0,1,8,10,0,0,0,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,70.0103,164.1914,178.4944199129205,0.671875,-83,1630.0,25,1420.3500000000001,259,0,1,0
2024-10-25 03:01:44,Truck_2,11.4885,-172.569,187,Delayed,24.8,52.0,Detour,31,231,5,Weather,91.6,234,1,10,25,3,4,0,1,0,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,11.4885,172.569,172.95099130461784,0.7957446808510639,-47,2839.6,31,1289.6000000000001,1155,0,1,0
2024-12-12 15:03:51,Truck_8,74.5261,123.6828,439,In Transit,23.5,55.1,Detour,47,454,3,Weather,75.5,196,0,12,12,15,3,0,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,74.5261,123.6828,144.4007430626657,2.228426395939086,243,3548.5,47,1294.8500000000001,1362,0,1,0
2024-11-30 09:16:40,Truck_7,-12.9509,132.4986,159,In Transit,18.1,76.0,Detour,18,202,2,Weather,94.4,197,0,11,30,9,5,1,0,1,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,12.9509,132.4986,133.13002971820447,0.803030303030303,-38,1699.2,18,1375.6000000000001,404,0,1,0
2024-05-13 09:05:25,Truck_7,81.79,-52.7516,362,Delivered,18.3,57.6,Heavy,58,437,8,Mechanical Failure,66.8,123,1,5,13,9,0,0,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,81.79,52.7516,97.32592358955553,2.9193548387096775,239,3874.3999999999996,58,1054.0800000000002,3496,1,0,0
2024-12-16 06:06:57,Truck_4,47.7175,72.531,163,Delivered,24.6,53.2,Detour,34,473,9,Traffic,72.4,263,0,12,16,6,0,0,0,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,47.7175,72.531,86.81996180170779,0.6174242424242424,-100,2461.6000000000004,34,1308.7200000000003,4257,0,1,0
2024-02-14 07:54:59,Truck_7,-21.5329,-145.2581,258,Delayed,19.9,51.9,Heavy,54,237,10,,92.7,271,1,2,14,7,2,0,0,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,21.5329,145.2581,146.84543369822572,0.9485294117647058,-13,5005.8,54,1032.81,2370,1,0,0
2024-06-25 12:15:28,Truck_9,-4.5863,71.7337,319,Delayed,18.0,63.6,Detour,23,473,7,Weather,83.0,187,1,6,25,12,1,0,0,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.5863,71.7337,71.88016321197387,1.696808510638298,132,1909.0,23,1144.8,3311,0,1,0
2024-08-14 03:59:00,Truck_9,-26.6775,-77.2847,247,Delivered,28.9,60.7,Clear,56,115,10,Mechanical Failure,61.6,270,0,8,14,3,2,0,1,0,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,26.6775,77.2847,81.75948789186488,0.9114391143911439,-23,3449.6,0,1754.23,1150,0,0,1
2024-04-08 19:43:53,Truck_8,-30.6957,29.255,134,In Transit,19.9,67.5,Detour,42,421,5,Mechanical Failure,77.6,183,0,4,8,19,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,30.6957,29.255,42.40378548537854,0.7282608695652174,-49,3259.2,42,1343.25,2105,0,1,0
2024-11-07 14:21:51,Truck_4,64.5212,-83.2639,175,In Transit,20.9,58.7,Detour,35,274,9,Mechanical Failure,61.1,240,0,11,7,14,3,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,64.5212,83.2639,105.33689900813485,0.7261410788381742,-65,2138.5,35,1226.83,2466,0,1,0
2024-01-12 17:01:33,Truck_9,68.181,-84.9051,179,Delayed,24.2,50.2,Clear,31,485,10,,75.8,255,1,1,12,17,4,0,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,68.181,84.9051,108.89226219989187,0.69921875,-76,2349.7999999999997,0,1214.8400000000001,4850,0,0,1
2024-05-30 08:29:11,Truck_10,-81.2116,13.9727,105,Delayed,27.1,59.8,Clear,36,409,7,Traffic,75.7,290,1,5,30,8,3,0,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,81.2116,13.9727,82.4048561666726,0.36082474226804123,-185,2725.2000000000003,0,1620.58,2863,0,0,1
2024-05-16 07:34:11,Truck_2,-21.308,-14.9017,277,In Transit,23.5,63.9,Heavy,11,292,8,Weather,67.5,234,1,5,16,7,3,0,0,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,21.308,14.9017,26.001760072925833,1.1787234042553192,43,742.5,11,1501.6499999999999,2336,1,0,0
2024-12-08 12:26:38,Truck_5,77.2059,-132.0473,427,Delayed,26.7,63.8,Detour,54,453,6,Weather,86.7,101,1,12,8,12,6,1,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,77.2059,132.0473,152.9615652119839,4.186274509803922,326,4681.8,54,1703.4599999999998,2718,0,1,0
2024-04-16 21:31:53,Truck_3,47.7603,-137.0932,300,Delayed,23.1,78.1,Detour,53,146,4,Weather,73.3,280,1,4,16,21,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,47.7603,137.0932,145.1743494641185,1.0676156583629892,20,3884.8999999999996,53,1804.11,584,0,1,0
2024-11-20 14:44:30,Truck_1,-4.7971,56.411,457,Delivered,27.2,69.1,Heavy,55,319,2,Traffic,67.7,132,1,11,20,14,2,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,4.7971,56.411,56.61460137994438,3.43609022556391,325,3723.5,55,1879.5199999999998,638,1,0,0
2024-08-11 15:40:34,Truck_9,15.5083,115.4388,207,In Transit,19.2,59.7,Detour,56,484,7,Traffic,72.6,285,0,8,11,15,6,1,0,1,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,15.5083,115.4388,116.4758512067201,0.7237762237762237,-78,4065.5999999999995,56,1146.24,3388,0,1,0
2024-10-30 12:44:31,Truck_10,-70.6858,54.4683,333,Delivered,27.5,55.8,Heavy,36,141,2,Traffic,67.0,264,1,10,30,12,2,0,0,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,70.6858,54.4683,89.2372009115593,1.2566037735849056,69,2412.0,36,1534.5,282,1,0,0
2024-03-22 11:00:20,Truck_10,-18.4278,101.4997,327,Delayed,22.6,57.4,Detour,38,432,4,Traffic,68.4,171,1,3,22,11,4,0,0,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,18.4278,101.4997,103.15896913468069,1.9011627906976745,156,2599.2000000000003,38,1297.24,1728,0,1,0
2024-05-12 13:40:05,Truck_3,43.7523,149.8334,197,In Transit,20.0,69.6,Detour,42,314,3,Traffic,87.2,201,0,5,12,13,6,1,0,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,43.7523,149.8334,156.09071564590255,0.9752475247524752,-4,3662.4,42,1392.0,942,0,1,0
2024-11-15 08:08:17,Truck_7,18.5151,24.3559,356,Delayed,23.4,72.8,Detour,39,486,9,Mechanical Failure,99.2,282,1,11,15,8,4,0,0,1,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,18.5151,24.3559,30.594424211283986,1.2579505300353357,74,3868.8,39,1703.5199999999998,4374,0,1,0
2024-09-09 03:30:12,Truck_3,49.5864,-154.4224,377,Delivered,18.1,55.0,Detour,59,476,6,Weather,70.2,268,0,9,9,3,0,0,1,0,0.7071067811865475,0.7071067811865476,-1.0,-1.8369701987210297e-16,49.5864,154.4224,162.1884357367072,1.4014869888475836,109,4141.8,59,995.5000000000001,2856,0,1,0
2024-08-21 20:07:08,Truck_6,-51.319,-46.5841,228,Delayed,24.2,59.2,Heavy,26,321,5,Traffic,96.3,132,1,8,21,20,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,51.319,46.5841,69.30886042787026,1.7142857142857142,96,2503.7999999999997,26,1432.64,1605,1,0,0
2024-01-17 03:33:56,Truck_10,-12.9902,176.1206,399,Delivered,23.4,71.7,Heavy,12,239,1,,67.6,156,1,1,17,3,2,0,1,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,12.9902,176.1206,176.5990120028988,2.5414012738853504,243,811.1999999999999,12,1677.78,239,1,0,0
2024-12-02 12:07:59,Truck_3,6.8181,52.3685,157,In Transit,29.8,54.0,Clear,33,151,10,Weather,81.2,192,0,12,2,12,0,0,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,6.8181,52.3685,52.81047509595042,0.8134715025906736,-35,2679.6,0,1609.2,1510,0,0,1
2024-11-18 07:52:13,Truck_10,-3.038,106.5694,327,In Transit,21.2,52.6,Clear,48,209,8,Mechanical Failure,98.6,104,0,11,18,7,0,0,0,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,3.038,106.5694,106.6126937112087,3.1142857142857143,223,4732.799999999999,0,1115.12,1672,0,0,1
2024-05-29 06:49:50,Truck_9,-40.8724,-42.3243,213,Delayed,20.2,63.7,Clear,16,248,10,,68.8,136,1,5,29,6,2,0,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,40.8724,42.3243,58.83790829261353,1.5547445255474452,77,1100.8,0,1286.74,2480,0,0,1
2024-11-10 05:49:21,Truck_7,44.6347,-110.6304,226,In Transit,21.4,58.0,Detour,47,348,7,Mechanical Failure,85.7,136,0,11,10,5,6,1,1,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,44.6347,110.6304,119.2951878671139,1.6496350364963503,90,4027.9,47,1241.1999999999998,2436,0,1,0
2024-11-03 20:21:38,Truck_1,76.5468,-13.5249,334,Delivered,24.2,76.2,Clear,24,402,7,Traffic,71.5,105,0,11,3,20,6,1,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,76.5468,13.5249,77.732461110208,3.150943396226415,229,1716.0,0,1844.04,2814,0,0,1
2024-09-04 10:45:13,Truck_2,72.8206,90.5169,319,In Transit,25.5,51.7,Detour,32,350,2,,69.7,254,0,9,4,10,2,0,0,1,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,72.8206,90.5169,116.17292700956622,1.2509803921568627,65,2230.4,32,1318.3500000000001,700,0,1,0
2024-09-25 21:53:09,Truck_8,81.2554,4.8416,411,In Transit,20.5,77.4,Heavy,51,211,5,Mechanical Failure,76.9,244,1,9,25,21,2,0,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,81.2554,4.8416,81.39951547595354,1.6775510204081632,167,3921.9,51,1586.7,1055,1,0,0
2024-07-24 06:30:18,Truck_6,74.9107,17.8019,208,Delayed,28.8,64.9,Clear,40,437,6,Weather,64.6,185,1,7,24,6,2,0,0,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,74.9107,17.8019,76.99688706759515,1.118279569892473,23,2584.0,0,1869.1200000000001,2622,0,0,1
2024-04-02 13:43:06,Truck_5,20.446,149.3776,328,Delivered,22.8,73.6,Clear,12,349,9,Mechanical Failure,93.3,162,0,4,2,13,1,0,0,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,20.446,149.3776,150.77037606161232,2.0122699386503067,166,1119.6,0,1678.08,3141,0,0,1
2024-03-04 06:43:40,Truck_3,-60.7101,-29.4842,219,Delayed,22.9,56.6,Heavy,49,372,6,Mechanical Failure,64.4,300,1,3,4,6,0,0,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,60.7101,29.4842,67.49099415218299,0.7275747508305648,-81,3155.6000000000004,49,1296.1399999999999,2232,1,0,0
2024-12-10 12:39:50,Truck_8,74.2314,-113.7355,438,In Transit,25.7,71.2,Detour,21,445,5,Weather,90.4,154,0,12,10,12,1,0,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,74.2314,113.7355,135.81629028290385,2.825806451612903,284,1898.4,21,1829.84,2225,0,1,0
2024-01-05 03:23:06,Truck_9,16.9737,-7.8198,145,In Transit,23.3,70.3,Detour,44,421,2,,93.9,286,0,1,5,3,4,0,1,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,16.9737,7.8198,18.68838579786922,0.5052264808362369,-141,4131.6,44,1637.99,842,0,1,0
2024-01-18 17:13:48,Truck_1,35.8055,-41.1532,299,Delivered,22.4,64.2,Clear,54,303,1,Traffic,88.1,125,0,1,18,17,3,0,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,35.8055,41.1532,54.54924106245659,2.373015873015873,174,4757.4,0,1438.08,303,0,0,1
2024-05-10 06:01:32,Truck_5,6.7867,-133.6343,356,Delivered,18.9,71.7,Clear,25,368,1,Traffic,66.1,228,0,5,10,6,4,0,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,6.7867,133.6343,133.8065223872887,1.554585152838428,128,1652.4999999999998,0,1355.1299999999999,368,0,0,1
2024-10-26 05:59:54,Truck_3,6.184,36.1898,137,Delivered,22.8,50.6,Detour,24,465,6,Weather,61.3,226,0,10,26,5,5,1,1,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,6.184,36.1898,36.71434978370174,0.6035242290748899,-89,1471.1999999999998,24,1153.68,2790,0,1,0
